"Model","Accuracy","Balanced_Accuracy","Precision","Recall","Specificity","F1_Score","ROC_AUC"
"Random Forest",0.91489206458405,0.537132011269253,0.51782945736434,0.0813542808427719,0.992909741695734,0.140616777181349,0.797282270754719
